VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE
1udh8eAH5Es	1udh8eAH5Es-8-rgb_front	1udh8eAH5Es_10	1udh8eAH5Es_10-8-rgb_front	116.72	138.62	positive A friend and I where traveling together and came across a place that serves this garlic cloves amazing we have been looking forward every since but we where over seas.
1udh8eAH5Es	1udh8eAH5Es-8-rgb_front	1udh8eAH5Es_2	1udh8eAH5Es_2-8-rgb_front	12.89	23.35	neutral Okay now we are going to work with our garlic and once again a good way to peel garlic is to twist it and get a little pop there and then the skin would peel right off.
1udh8eAH5Es	1udh8eAH5Es-8-rgb_front	1udh8eAH5Es_9	1udh8eAH5Es_9-8-rgb_front	107.73	109.97	positive Anyway we can chop our garlic, garlic I love it.
1wa2jHu3Jj4	1wa2jHu3Jj4-8-rgb_front	1wa2jHu3Jj4_7	1wa2jHu3Jj4_7-8-rgb_front	53.59	60.22	positive Here, this ink from the tube is just going to be perfectly fine to get what we need for this proof.
1wtSe0nk5Tk	1wtSe0nk5Tk-8-rgb_front	1wtSe0nk5Tk_5	1wtSe0nk5Tk_5-8-rgb_front	25.06	32.66	positive And you want to have this one room in your life where you can come home at night and rest from all of the exposure.
1xKU91ggLeI	1xKU91ggLeI-5-rgb_front	1xKU91ggLeI_12	1xKU91ggLeI_12-5-rgb_front	110.03	120.01	positive So best way to keep drinking all night and not going to hangover the next day, stick with Absolut and stick with it and on water.
1xKU91ggLeI	1xKU91ggLeI-5-rgb_front	1xKU91ggLeI_13	1xKU91ggLeI_13-5-rgb_front	120.49	133.62	positive My name is Jeff Klein and bartender and vodka connoisseur here at Beak's Old Florida and that is the best vodka for no hangover.
1xKU91ggLeI	1xKU91ggLeI-5-rgb_front	1xKU91ggLeI_8	1xKU91ggLeI_8-5-rgb_front	56.39	64.57	neutral Two, the best way not to get a hangover is to cut out the sugar while you're drinking.
1yFEO-of5B0	1yFEO-of5B0-8-rgb_front	1yFEO-of5B0_13	1yFEO-of5B0_13-8-rgb_front	57.89	61.11	positive And always bring a thermos full of real hot coffee or soup.
1yckSw3bsVs	1yckSw3bsVs-8-rgb_front	1yckSw3bsVs_0	1yckSw3bsVs_0-8-rgb_front	0.15	33.4	neutral Okay this last one is a little bit of a challenge but once you practice the straddle splits and the leg training your legs will start to get much stronger.
1ypYKgSPHkA	1ypYKgSPHkA-8-rgb_front	1ypYKgSPHkA_0	1ypYKgSPHkA_0-8-rgb_front	0.12	6.37	neutral Okay there are some important, important regulations when it comes to stepping over the sidelines of the piste.
1zAgxIlYtwM	1zAgxIlYtwM-8-rgb_front	1zAgxIlYtwM_5	1zAgxIlYtwM_5-8-rgb_front	41.0	41.59	neutral Okay.
1zQf384LX3M	1zQf384LX3M-8-rgb_front	1zQf384LX3M_7	1zQf384LX3M_7-8-rgb_front	31.36	42.19	neutral Good, take a deep inhale here and try to twist a little bit more as you straighten the body all the way, good and then come back to center.
1zRg1-tq9Uc	1zRg1-tq9Uc-8-rgb_front	1zRg1-tq9Uc_8	1zRg1-tq9Uc_8-8-rgb_front	43.15	51.75	neutral So I may actually just lay this piece down, but begin to lay some layers over on top of it to have a little more shift in value.
2-3DDnF8ZLk	2-3DDnF8ZLk-8-rgb_front	2-3DDnF8ZLk_4	2-3DDnF8ZLk_4-8-rgb_front	25.52	30.65	neutral It's pretty good for stopping sound, but not quite as good as plywood would be.
2-G31CNowCU	2-G31CNowCU-8-rgb_front	2-G31CNowCU_1	2-G31CNowCU_1-8-rgb_front	6.01	11.84	positive And I've been keeping reptiles and amphibians for over forty years.
2-c2l2JnRBU	2-c2l2JnRBU-8-rgb_front	2-c2l2JnRBU_7	2-c2l2JnRBU_7-8-rgb_front	57.33	66.27	positive This is very, very important when you are trying to do very fine detailed lighting because it allows you to put light exactly where you need it.
2-c2l2JnRBU	2-c2l2JnRBU-8-rgb_front	2-c2l2JnRBU_8	2-c2l2JnRBU_8-8-rgb_front	66.43	69.83	positive These are amazing little things.
2-cWDidthtI	2-cWDidthtI-8-rgb_front	2-cWDidthtI_11	2-cWDidthtI_11-8-rgb_front	78.06	92.62	neutral So it may take you longer to get to your results and you'll have to be a little bit more patient versus the in-office or in professional store whitening where you have a higher concentration of that peroxide.
2-zlrJXlOGA	2-zlrJXlOGA-8-rgb_front	2-zlrJXlOGA_11	2-zlrJXlOGA_11-8-rgb_front	80.14	80.51	neutral Okay.
20OkhuZd7HI	20OkhuZd7HI-5-rgb_front	20OkhuZd7HI_0	20OkhuZd7HI_0-5-rgb_front	0.33	3.4	positive Now with anything, practice makes perfect.
20qFsdFD3io	20qFsdFD3io-8-rgb_front	20qFsdFD3io_13	20qFsdFD3io_13-8-rgb_front	57.99	104.59	neutral So, when you're first starting out, you want to go ahead and use some soft, full nunchucks like these ones, okay.
20qFsdFD3io	20qFsdFD3io-8-rgb_front	20qFsdFD3io_25	20qFsdFD3io_25-8-rgb_front	116.25	121.05	neutral These are going to be little bit slower but it delivers more of a umph, okay.
20qFsdFD3io	20qFsdFD3io-8-rgb_front	20qFsdFD3io_3	20qFsdFD3io_3-8-rgb_front	14.95	18.32	neutral Alright, so now, I'm going to be showing you different types of nunchucks, okay.
20qFsdFD3io	20qFsdFD3io-8-rgb_front	20qFsdFD3io_33	20qFsdFD3io_33-8-rgb_front	140.76	147.15	positive I'd like to test my nunchucks out before I use them, and this is the best pair that I found.
20qFsdFD3io	20qFsdFD3io-8-rgb_front	20qFsdFD3io_34	20qFsdFD3io_34-8-rgb_front	147.24	152.72	neutral They're weighted, there's pins in them, and you can see, this is where you hold them, they're weighted, okay.
20qFsdFD3io	20qFsdFD3io-8-rgb_front	20qFsdFD3io_6	20qFsdFD3io_6-8-rgb_front	34.18	35.31	neutral It has a chain with it, okay.
20qFsdFD3io	20qFsdFD3io-8-rgb_front	20qFsdFD3io_9	20qFsdFD3io_9-8-rgb_front	42.68	45.97	neutral Okay, you could see right here, that two links have been removed.
20xez8y80RI	20xez8y80RI-8-rgb_front	20xez8y80RI_0	20xez8y80RI_0-8-rgb_front	0.14	4.38	neutral OK, we're in the process now where Tiffany's hair is actually starting to lighten.
218kpyi1X7k	218kpyi1X7k-8-rgb_front	218kpyi1X7k_11	218kpyi1X7k_11-8-rgb_front	77.23	88.75	positive And they just cook really gently in there and theyâre just going to be so tender and sweet along with the shrimp and all your other vegetables and spices and things that youâre just going to love this.
218kpyi1X7k	218kpyi1X7k-8-rgb_front	218kpyi1X7k_2	218kpyi1X7k_2-8-rgb_front	8.74	20.65	neutral Okay, now weâve got our seafood cut up, we have some beautiful Gulf shrimp, just, just about the perfect size for this, for me, you can use some really large ones if you like.
21PbS6wnHtY	21PbS6wnHtY-5-rgb_front	21PbS6wnHtY_14	21PbS6wnHtY_14-5-rgb_front	133.41	137.92	neutral So in this case the bottom's a little bit too far out.
220uYYSxz5U	220uYYSxz5U-5-rgb_front	220uYYSxz5U_5	220uYYSxz5U_5-5-rgb_front	38.05	42.58	neutral Safety pins are an OK way to get it on.
221LE0VXCB8	221LE0VXCB8-8-rgb_front	221LE0VXCB8_13	221LE0VXCB8_13-8-rgb_front	115.15	117.12	negative Simply wearing nothing for teeth at all.
22TN7pvePQ4	22TN7pvePQ4-5-rgb_front	22TN7pvePQ4_4	22TN7pvePQ4_4-5-rgb_front	43.74	60.87	positive I'm just going to press and pull out, press and pull out, and I do this to my self all the time and it just stretches the thumb and allows it to have more mobility and range in motion.
22qgKXLM0j4	22qgKXLM0j4-5-rgb_front	22qgKXLM0j4_15	22qgKXLM0j4_15-5-rgb_front	80.56	98.63	positive And my beautiful sugar and I'm going to pour that into the bowl, lower my bowl and lock it in.
23GbjIU50qw	23GbjIU50qw-8-rgb_front	23GbjIU50qw_24	23GbjIU50qw_24-8-rgb_front	106.17	106.76	positive Excellent.
23ZnD2tLoXU	23ZnD2tLoXU-5-rgb_front	23ZnD2tLoXU_0	23ZnD2tLoXU_0-5-rgb_front	0.58	10.28	positive Bring your chair to your left side and open up into the pose, Extending in all directions.
23h1jHxDBFc	23h1jHxDBFc-5-rgb_front	23h1jHxDBFc_2	23h1jHxDBFc_2-5-rgb_front	23.05	51.73	positive Here is one of my favorite ones that is often times on jobs we will be doing work, we will have to take our materials we are working with and put them up and leave the saw unattended and we don't want to leave it where someone could walk up to it and come up and turn it on.
23ln0Sw_8Qo	23ln0Sw_8Qo-5-rgb_front	23ln0Sw_8Qo_2	23ln0Sw_8Qo_2-5-rgb_front	17.97	27.64	positive The really wonderful thing about Nordic skiing is it's a great sport that people enjoy doing, and look forward to it every winter in the snow.
23vZCOWd5oE	23vZCOWd5oE-5-rgb_front	23vZCOWd5oE_0	23vZCOWd5oE_0-5-rgb_front	0.17	8.25	positive One of my absolute favorite things to do in the world is to buy a plane ticket somewhere and have no particular plans.
23vZCOWd5oE	23vZCOWd5oE-5-rgb_front	23vZCOWd5oE_1	23vZCOWd5oE_1-5-rgb_front	8.35	12.99	positive I think that that's the ultimate adventure.
23vZCOWd5oE	23vZCOWd5oE-5-rgb_front	23vZCOWd5oE_19	23vZCOWd5oE_19-5-rgb_front	154.07	162.65	positive I think it's an amazing thing to never know where you're going, who you're going to meet or what train you're going to catch.
23vZCOWd5oE	23vZCOWd5oE-5-rgb_front	23vZCOWd5oE_9	23vZCOWd5oE_9-5-rgb_front	57.98	76.75	positive I arrived in Bannock at one in the morning and I was so happy that heated the advice of a man I randomly met getting my oil changed in Los Angeles who told me to go to this particular guest house.
2A_JTXsVmVc	2A_JTXsVmVc-8-rgb_front	2A_JTXsVmVc_22	2A_JTXsVmVc_22-8-rgb_front	130.13	156.47	negative This is a broken rhythm attack, in and out, in and out, in, fake out pow, fire, right and left, right and left, fake right, go left so learn your rhythm, learn to ascertain the rhythm of your opponent and then get sneaky with it.
2Avq_ST7qPU	2Avq_ST7qPU-5-rgb_front	2Avq_ST7qPU_1	2Avq_ST7qPU_1-5-rgb_front	8.87	11.32	positive Oh, very creative and inventive.
2EaPbARsm8c	2EaPbARsm8c-5-rgb_front	2EaPbARsm8c_3	2EaPbARsm8c_3-5-rgb_front	15.23	18.46	positive And I'm here to tell you what's the best vodka.
2EaPbARsm8c	2EaPbARsm8c-5-rgb_front	2EaPbARsm8c_5	2EaPbARsm8c_5-5-rgb_front	24.81	32.91	positive For me the best vodka flavor taste if money is no issue would be Chopin vodka.
2EaPbARsm8c	2EaPbARsm8c-5-rgb_front	2EaPbARsm8c_6	2EaPbARsm8c_6-5-rgb_front	35.55	40.62	positive A beautiful potato vodka from Poland.
2QE61mte5v4	2QE61mte5v4-8-rgb_front	2QE61mte5v4_1	2QE61mte5v4_1-8-rgb_front	8.15	18.82	neutral Ok, for our next point now, we need to decide about the hair style, whatever the customer has decided how he would like his hair to go.
2SHrot4ryPk	2SHrot4ryPk-5-rgb_front	2SHrot4ryPk_4	2SHrot4ryPk_4-5-rgb_front	25.68	34.56	positive One of my favorite things to cook with in the Fall time and it is Fall where we are right now is spaghetti squash.
2VaCIOSpIWc	2VaCIOSpIWc-8-rgb_front	2VaCIOSpIWc_6	2VaCIOSpIWc_6-8-rgb_front	27.72	33.45	negative This toy has a cord on it making it a dangerous toy.
2VaCIOSpIWc	2VaCIOSpIWc-8-rgb_front	2VaCIOSpIWc_8	2VaCIOSpIWc_8-8-rgb_front	38.67	41.44	neutral This toy would be okay for the appropriate age.
2WTWOS8bF7A	2WTWOS8bF7A-3-rgb_front	2WTWOS8bF7A_4	2WTWOS8bF7A_4-3-rgb_front	30.02	39.21	neutral It's okay to just kind of glob it on because I'm going to go on again with the brush and even it out, so I kind of apply it like that.
2XnIHZ9qbsI	2XnIHZ9qbsI-5-rgb_front	2XnIHZ9qbsI_0	2XnIHZ9qbsI_0-5-rgb_front	0.64	6.93	neutral OKay, the last curve we're going to look at is called the masse shot.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_2	2Z3CpALUO9o_2-8-rgb_front	8.44	9.28	neutral It's kind of annoying.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_23	2Z3CpALUO9o_23-8-rgb_front	69.74	72.22	positive The number one ingredient in all film cleaner.
2Z3CpALUO9o	2Z3CpALUO9o-8-rgb_front	2Z3CpALUO9o_38	2Z3CpALUO9o_38-8-rgb_front	125.09	131.91	positive So always treat your negatives with the utmost care and again this is really the first step that I like to use.
2b7oGpPlAuM	2b7oGpPlAuM-5-rgb_front	2b7oGpPlAuM_3	2b7oGpPlAuM_3-5-rgb_front	18.97	26.58	positive now these masks are very easy to get ready from the market and use at home.
2ckGjVDGnYE	2ckGjVDGnYE-8-rgb_front	2ckGjVDGnYE_2	2ckGjVDGnYE_2-8-rgb_front	8.99	12.03	positive This is how you can make a double barrel gun.
2ckGjVDGnYE	2ckGjVDGnYE-8-rgb_front	2ckGjVDGnYE_22	2ckGjVDGnYE_22-8-rgb_front	118.45	122.66	positive Wow, they're so close together.
2ckGjVDGnYE	2ckGjVDGnYE-8-rgb_front	2ckGjVDGnYE_3	2ckGjVDGnYE_3-8-rgb_front	13.49	17.66	neutral Okay, so what you're going to need is two straws, preferably the same kind.
2fTOklTjdMM	2fTOklTjdMM-1-rgb_front	2fTOklTjdMM_2	2fTOklTjdMM_2-1-rgb_front	12.61	13.21	neutral Okay, here is the car battery in this particular car.
2hpQUMOiUu8	2hpQUMOiUu8-5-rgb_front	2hpQUMOiUu8_0	2hpQUMOiUu8_0-5-rgb_front	0.61	6.75	neutral Okay first we are going to need a lump of clay for the house itself.
2i72vxkUJAs	2i72vxkUJAs-5-rgb_front	2i72vxkUJAs_6	2i72vxkUJAs_6-5-rgb_front	29.35	34.03	positive This is a great brush to take into the ring with you.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_12	2kOoZjewAkY_12-8-rgb_front	93.25	94.01	positive Perfect.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_11	2l9_6UKlhmM_11-8-rgb_front	54.77	58.27	positive Gorgeous reds, beautiful reds that last a long time.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_12	2l9_6UKlhmM_12-8-rgb_front	59.28	61.99	positive These are this permanent hair color.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_17	2l9_6UKlhmM_17-8-rgb_front	75.09	77.47	positive Just wonderful, the line of product.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_5	2l9_6UKlhmM_5-8-rgb_front	26.69	29.43	positive It's a wonderful product, and a for permanent hair color, they've come a long way.
2lxxViTXhMs	2lxxViTXhMs-5-rgb_front	2lxxViTXhMs_7	2lxxViTXhMs_7-5-rgb_front	78.08	89.3	neutral If you make a little mistake, it's okay we understand, it's not for production, it's only an audition.
2sJ9mg1QsBs	2sJ9mg1QsBs-5-rgb_front	2sJ9mg1QsBs_13	2sJ9mg1QsBs_13-5-rgb_front	96.69	101.68	positive This is Liz Muller, and this is how you select hair care products.
2sJ9mg1QsBs	2sJ9mg1QsBs-5-rgb_front	2sJ9mg1QsBs_3	2sJ9mg1QsBs_3-5-rgb_front	25.42	44.93	positive It's like a leave in, and the Moroccan Oil Company has a beautiful and brilliant hair styling cream that puts the shine, and it actually treats the hair while you roll or set it, or blow dry it, and it conditions that hair really nicely also.
2sJ9mg1QsBs	2sJ9mg1QsBs-5-rgb_front	2sJ9mg1QsBs_4	2sJ9mg1QsBs_4-5-rgb_front	45.01	51.18	positive You have also Singdellino that has Crystalli liquid, and this is fabulous, actually.
2sJ9mg1QsBs	2sJ9mg1QsBs-5-rgb_front	2sJ9mg1QsBs_5	2sJ9mg1QsBs_5-5-rgb_front	51.28	58.57	positive This liquid right here actually adds shine to the hair, leaving the hair soft, and it's wonderful.
2sJ9mg1QsBs	2sJ9mg1QsBs-5-rgb_front	2sJ9mg1QsBs_9	2sJ9mg1QsBs_9-5-rgb_front	80.29	82.62	positive We have wonderful hair sprays.
2uM9Vdo_uLQ	2uM9Vdo_uLQ-8-rgb_front	2uM9Vdo_uLQ_14	2uM9Vdo_uLQ_14-8-rgb_front	51.1	56.53	positive I'm here, protect myself, load him on the hips, load him up, just like this.
2zPzFyZkZF0	2zPzFyZkZF0-5-rgb_front	2zPzFyZkZF0_0	2zPzFyZkZF0_0-5-rgb_front	0.78	14.44	neutral Ok. To start off your nail art, if the person that you're doing nail art on, or if you're doing it on yourself, you're going to need to remove any nail polish that is on the natural nail, or on the acrylic nail.
2zPzFyZkZF0	2zPzFyZkZF0-5-rgb_front	2zPzFyZkZF0_14	2zPzFyZkZF0_14-5-rgb_front	88.99	92.64	positive And this is how you just take off the polish.
3-fARE8grc0	3-fARE8grc0-8-rgb_front	3-fARE8grc0_0	3-fARE8grc0_0-8-rgb_front	0.67	10.93	neutral Okay the next exercise we're going to do with the medicine ball, and we're going to work again in tandem, two people, it's called the kick toss.
3-fARE8grc0	3-fARE8grc0-8-rgb_front	3-fARE8grc0_19	3-fARE8grc0_19-8-rgb_front	51.75	52.43	negative Toss it back.
3-fARE8grc0	3-fARE8grc0-8-rgb_front	3-fARE8grc0_22	3-fARE8grc0_22-8-rgb_front	56.87	57.41	neutral Okay Guy.
305bKBYRZfk	305bKBYRZfk-8-rgb_front	305bKBYRZfk_17	305bKBYRZfk_17-8-rgb_front	122.73	131.45	neutral Okay, once you have all three of them or two of them, depending upon your particular case, start it and hand tight.
305bKBYRZfk	305bKBYRZfk-8-rgb_front	305bKBYRZfk_18	305bKBYRZfk_18-8-rgb_front	131.78	135.78	neutral It's okay to go ahead and torque them.
362N8QEC4bg	362N8QEC4bg-3-rgb_front	362N8QEC4bg_0	362N8QEC4bg_0-3-rgb_front	1.35	6.33	neutral Okay in order to have successful gimbap you have to have good successful sticky rice.
39KOiTCEm_g	39KOiTCEm_g-3-rgb_front	39KOiTCEm_g_4	39KOiTCEm_g_4-3-rgb_front	39.61	45.57	neutral It's not super constricting and it'd be pretty comfortable for going out and riding.
3Aq_KJZR-2w	3Aq_KJZR-2w-5-rgb_front	3Aq_KJZR-2w_0	3Aq_KJZR-2w_0-5-rgb_front	0.35	14.39	positive CINDY MASTRY: A really great way to stretch your shoulders and even help if you have a rotator cuff injury is Gomukasana working on the upper body.
3CrOUbBvRkQ	3CrOUbBvRkQ-5-rgb_front	3CrOUbBvRkQ_14	3CrOUbBvRkQ_14-5-rgb_front	101.95	106.76	negative I'm really sorry, I'm deeply sorry, I'm objectively sorry.
3CrOUbBvRkQ	3CrOUbBvRkQ-5-rgb_front	3CrOUbBvRkQ_16	3CrOUbBvRkQ_16-5-rgb_front	108.98	119.21	negative Use something more than just sorry, I'm sorry, no, means nothing.
3CrOUbBvRkQ	3CrOUbBvRkQ-5-rgb_front	3CrOUbBvRkQ_20	3CrOUbBvRkQ_20-5-rgb_front	134.73	135.26	neutral Okay.
3CrOUbBvRkQ	3CrOUbBvRkQ-5-rgb_front	3CrOUbBvRkQ_23	3CrOUbBvRkQ_23-5-rgb_front	141.82	152.35	negative Getting a card that says I'm really, truly sorry for what occurred, whatever the incident may be.
3FJsNfuPILA	3FJsNfuPILA-8-rgb_front	3FJsNfuPILA_25	3FJsNfuPILA_25-8-rgb_front	124.24	125.0	neutral Okay, that's it.
3GKsjSStbaE	3GKsjSStbaE-5-rgb_front	3GKsjSStbaE_13	3GKsjSStbaE_13-5-rgb_front	77.81	80.13	positive These are great keepsakes!
3GKsjSStbaE	3GKsjSStbaE-8-rgb_front	3GKsjSStbaE_13	3GKsjSStbaE_13-8-rgb_front	76.26	78.43	positive These are great keepsakes!
3JIZryXZ-AA	3JIZryXZ-AA-8-rgb_front	3JIZryXZ-AA_0	3JIZryXZ-AA_0-8-rgb_front	0.12	8.12	positive Many people just love to pair wine and chocolate, and I do too, they're two of my best friends and a match made in heaven.
3Kn3x7yGpQs	3Kn3x7yGpQs-5-rgb_front	3Kn3x7yGpQs_0	3Kn3x7yGpQs_0-5-rgb_front	0.65	6.31	neutral Okay, here showing that shoulder shrug to the wrist lock again.
3Kn3x7yGpQs	3Kn3x7yGpQs-5-rgb_front	3Kn3x7yGpQs_1	3Kn3x7yGpQs_1-5-rgb_front	6.49	8.86	neutral Okay, this is a bit theoretical, it takes a lot of practice to do.
3LtXtL6PX0Q	3LtXtL6PX0Q-5-rgb_front	3LtXtL6PX0Q_33	3LtXtL6PX0Q_33-5-rgb_front	159.66	161.61	negative The more that happens, the worst product you have in the end.
3LtXtL6PX0Q	3LtXtL6PX0Q-5-rgb_front	3LtXtL6PX0Q_35	3LtXtL6PX0Q_35-5-rgb_front	163.73	169.57	positive Open it up, make sure you're getting the freshest, nicest asparagus you can have.
3MXwlCKtSPU	3MXwlCKtSPU-5-rgb_front	3MXwlCKtSPU_14	3MXwlCKtSPU_14-5-rgb_front	57.04	57.3	neutral Okay.
3MXwlCKtSPU	3MXwlCKtSPU-5-rgb_front	3MXwlCKtSPU_16	3MXwlCKtSPU_16-5-rgb_front	80.85	86.51	positive This is one of my favorites because I like Las Vegas collectibles.
3PNHgu8nVWA	3PNHgu8nVWA-5-rgb_front	3PNHgu8nVWA_3	3PNHgu8nVWA_3-5-rgb_front	8.78	12.92	positive This is my series on massage therapy.
3RqJnxOWNyM	3RqJnxOWNyM-8-rgb_front	3RqJnxOWNyM_16	3RqJnxOWNyM_16-8-rgb_front	101.15	104.18	positive Look at that, beautiful.
3Sd2KRf-Fvo	3Sd2KRf-Fvo-5-rgb_front	3Sd2KRf-Fvo_0	3Sd2KRf-Fvo_0-5-rgb_front	0.05	12.68	neutral Okay, so maybe you noticed, when we were doing that very simple arpeggiated fingerpicking, that the first beat of every measure is actually the low note in the chord.
3WEwTZHf8kI	3WEwTZHf8kI-5-rgb_front	3WEwTZHf8kI_3	3WEwTZHf8kI_3-5-rgb_front	19.67	25.22	positive Now ladies, number one, you don't ask your girlfriends, am I in love with him?
3XJ68WnqyZ8	3XJ68WnqyZ8-8-rgb_front	3XJ68WnqyZ8_4	3XJ68WnqyZ8_4-8-rgb_front	34.43	38.95	positive Firmly grip the pliers or the breaker, the choice, breaker, and break the glass.
3bw1RCf2ZrY	3bw1RCf2ZrY-3-rgb_front	3bw1RCf2ZrY_12	3bw1RCf2ZrY_12-3-rgb_front	66.64	75.14	positive So once again my name is Jeff Klein vodka connoisseur and bartender here at Beak's Old Florida and that's the best Smirnoff vodka.
3bw1RCf2ZrY	3bw1RCf2ZrY-3-rgb_front	3bw1RCf2ZrY_2	3bw1RCf2ZrY_2-3-rgb_front	11.12	14.95	positive And I'm going to tell you about the best Smirnoff vodka.
3bw1RCf2ZrY	3bw1RCf2ZrY-3-rgb_front	3bw1RCf2ZrY_6	3bw1RCf2ZrY_6-3-rgb_front	27.89	32.72	positive It's consistently ranked in the top ten over the past, over the past decade.
3daeOlNR8_A	3daeOlNR8_A-5-rgb_front	3daeOlNR8_A_37	3daeOlNR8_A_37-5-rgb_front	204.53	206.61	positive And the sun is a great disinfectant.
3epphBG88cE	3epphBG88cE-5-rgb_front	3epphBG88cE_7	3epphBG88cE_7-5-rgb_front	65.37	67.76	neutral So, right now, it feels a little bit windier.
3i7jJ7Jll5o	3i7jJ7Jll5o-5-rgb_front	3i7jJ7Jll5o_10	3i7jJ7Jll5o_10-5-rgb_front	58.4	64.14	neutral Okay, we're going to want to do that to every single belt loop.
3lExstvqB9M	3lExstvqB9M-8-rgb_front	3lExstvqB9M_10	3lExstvqB9M_10-8-rgb_front	58.35	64.91	negative Trap and don't even let the ball hit the ground, valley it right back to the person.
3mjTbgSBlhE	3mjTbgSBlhE-5-rgb_front	3mjTbgSBlhE_4	3mjTbgSBlhE_4-5-rgb_front	17.08	23.83	positive I carry all types of tools, supplies, pattern books.
3mjTbgSBlhE	3mjTbgSBlhE-5-rgb_front	3mjTbgSBlhE_5	3mjTbgSBlhE_5-5-rgb_front	24.83	27.53	positive We teach so many classes.
3ntc51P5qjI	3ntc51P5qjI-8-rgb_front	3ntc51P5qjI_2	3ntc51P5qjI_2-8-rgb_front	25.73	27.32	neutral Okay, let's start off with this.
3o7onKJWX7c	3o7onKJWX7c-3-rgb_front	3o7onKJWX7c_7	3o7onKJWX7c_7-3-rgb_front	53.57	61.23	neutral Just want to kind of go right along the outside of the pink there, to kind of give the shape of his beak.
3oSvyY2f4ZQ	3oSvyY2f4ZQ-5-rgb_front	3oSvyY2f4ZQ_0	3oSvyY2f4ZQ_0-5-rgb_front	0.26	14.62	neutral Okay, so we've talked a lot about telescopes here and hopefully we're better educated, but how about some choices--some varieties--to help you choose telescopes, and what you might consider when you're ready to buy a telescope.
3oSvyY2f4ZQ	3oSvyY2f4ZQ-5-rgb_front	3oSvyY2f4ZQ_31	3oSvyY2f4ZQ_31-5-rgb_front	224.21	233.92	neutral They'll be the same two stars tonight, tomorrow night, and the next night as you go out to align your telescope.
3oSvyY2f4ZQ	3oSvyY2f4ZQ-5-rgb_front	3oSvyY2f4ZQ_34	3oSvyY2f4ZQ_34-5-rgb_front	242.89	250.33	neutral Well, if you can't find two stars you got to find everything with a Dobsonian telescope.
3oSvyY2f4ZQ	3oSvyY2f4ZQ-5-rgb_front	3oSvyY2f4ZQ_6	3oSvyY2f4ZQ_6-5-rgb_front	59.73	69.22	positive More than enough to show you the rings of Saturn, more than Messier or Galileo had, a great introduction for getting started.
3rW6wKS5nTU	3rW6wKS5nTU-5-rgb_front	3rW6wKS5nTU_11	3rW6wKS5nTU_11-5-rgb_front	97.17	102.33	positive It holds an edge very well and it's very durable.
3tMjbhSx3zY	3tMjbhSx3zY-5-rgb_front	3tMjbhSx3zY_17	3tMjbhSx3zY_17-5-rgb_front	83.59	87.6	positive And this really isolates the bottoms portion of the abs.
3uWEhIUwMrY	3uWEhIUwMrY-8-rgb_front	3uWEhIUwMrY_18	3uWEhIUwMrY_18-8-rgb_front	80.97	84.58	positive Now, what I have done here is made an expert beer pong table.
3uWEhIUwMrY	3uWEhIUwMrY-8-rgb_front	3uWEhIUwMrY_7	3uWEhIUwMrY_7-8-rgb_front	30.01	31.6	neutral Okay, so we got our beer, alright?
3yjFlBByBX4	3yjFlBByBX4-1-rgb_front	3yjFlBByBX4_0	3yjFlBByBX4_0-1-rgb_front	0.57	3.71	neutral Okay, now I'd like to talk to you about decaffeinated teas.
4-Jt6C_aKpc	4-Jt6C_aKpc-5-rgb_front	4-Jt6C_aKpc_3	4-Jt6C_aKpc_3-5-rgb_front	17.45	23.83	neutral Alright we're just going to cut off both sides of our small onion like so.
4-iAIeV2Hsk	4-iAIeV2Hsk-3-rgb_front	4-iAIeV2Hsk_10	4-iAIeV2Hsk_10-3-rgb_front	61.29	62.87	negative And you remove one chair and you have one player winner
40VtkeryvFE	40VtkeryvFE-1-rgb_front	40VtkeryvFE_3	40VtkeryvFE_3-1-rgb_front	17.6	21.82	positive And this young lady here, she actually treats her hair once a week.
40VtkeryvFE	40VtkeryvFE-1-rgb_front	40VtkeryvFE_6	40VtkeryvFE_6-1-rgb_front	47.43	52.24	positive Actually, I use this beautiful Moroccan oil, and it's really wonderful on the hair.
414pAs3SDu0	414pAs3SDu0-5-rgb_front	414pAs3SDu0_13	414pAs3SDu0_13-5-rgb_front	101.99	108.57	neutral I prefer a little bit more detail around the eyes and the teeth of my mold.
44Qq77fK4ew	44Qq77fK4ew-3-rgb_front	44Qq77fK4ew_3	44Qq77fK4ew_3-3-rgb_front	17.91	23.98	positive I highly recommend that you go to a website called the American Association for Marriage and Therapists.
46UzcCnmGPk	46UzcCnmGPk-3-rgb_front	46UzcCnmGPk_13	46UzcCnmGPk_13-3-rgb_front	62.3	64.56	positive Look at that color, beautiful.
